MSA_FIPS,MSA,MSA_Short_Name,County_FIPS,County,Population,Hospitals,Beds
33860,"Montgomery, AL","Montgomery, AL",01001,"Autauga, AL",55869,1,85
19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL",01003,"Baldwin, AL",223234,4,398
13820,"Birmingham-Hoover, AL",Birmingham,01007,"Bibb, AL",22394,1,35
13820,"Birmingham-Hoover, AL",Birmingham,01009,"Blount, AL",57826,1,40
11500,"Anniston-Oxford, AL","Anniston-Oxford, AL",01015,"Calhoun, AL",113605,4,590
13820,"Birmingham-Hoover, AL",Birmingham,01021,"Chilton, AL",44428,1,26
22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL",01033,"Colbert, AL",55241,2,363
33860,"Montgomery, AL","Montgomery, AL",01051,"Elmore, AL",81209,2,138
23460,"Gadsden, AL","Gadsden, AL",01055,"Etowah, AL",102268,4,739
20020,"Dothan, AL","Dothan, AL",01061,"Geneva, AL",26271,1,83
46220,"Tuscaloosa, AL","Tuscaloosa, AL",01063,"Greene, AL",8111,1,20
46220,"Tuscaloosa, AL","Tuscaloosa, AL",01065,"Hale, AL",14651,1,39
20020,"Dothan, AL","Dothan, AL",01067,"Henry, AL",17205,0,0
20020,"Dothan, AL","Dothan, AL",01069,"Houston, AL",105882,5,782
13820,"Birmingham-Hoover, AL",Birmingham,01073,"Jefferson, AL",658573,14,5003
22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL",01077,"Lauderdale, AL",92729,1,358
19460,"Decatur, AL","Decatur, AL",01079,"Lawrence, AL",32924,1,98
12220,"Auburn-Opelika, AL","Auburn-Opelika, AL",01081,"Lee, AL",164542,1,314
26620,"Huntsville, AL","Huntsville, AL",01083,"Limestone, AL",98915,2,102
33860,"Montgomery, AL","Montgomery, AL",01085,"Lowndes, AL",9726,0,0
26620,"Huntsville, AL","Huntsville, AL",01089,"Madison, AL",372909,7,1332
33660,"Mobile, AL","Mobile, AL",01097,"Mobile, AL",413210,7,1929
33860,"Montgomery, AL","Montgomery, AL",01101,"Montgomery, AL",226486,8,1297
19460,"Decatur, AL","Decatur, AL",01103,"Morgan, AL",119679,4,476
46220,"Tuscaloosa, AL","Tuscaloosa, AL",01107,"Pickens, AL",19930,1,56
17980,"Columbus, GA-AL","Columbus, GA-AL",01113,"Russell, AL",57961,2,118
13820,"Birmingham-Hoover, AL",Birmingham,01115,"St. Clair, AL",89512,1,40
13820,"Birmingham-Hoover, AL",Birmingham,01117,"Shelby, AL",217702,3,349
46220,"Tuscaloosa, AL","Tuscaloosa, AL",01125,"Tuscaloosa, AL",209355,7,1164
33660,"Mobile, AL","Mobile, AL",01129,"Washington, AL",16326,1,25
11260,"Anchorage, AK","Anchorage, AK",02020,"Anchorage Municipality, AK",288000,9,1219
21820,"Fairbanks, AK","Fairbanks, AK",02090,"Fairbanks North Star Borough, AK",96849,3,371
11260,"Anchorage, AK","Anchorage, AK",02170,"Matanuska-Susitna Borough, AK",108317,1,74
43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ",04003,"Cochise, AZ",125922,8,498
22380,"Flagstaff, AZ","Flagstaff, AZ",04005,"Coconino, AZ",143476,4,385
38060,"Phoenix-Mesa-Chandler, AZ",Phoenix,04013,"Maricopa, AZ",4485414,73,11076
29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ",04015,"Mohave, AZ",212181,5,665
46060,"Tucson, AZ",Tucson,04019,"Pima, AZ",1047279,21,3542
38060,"Phoenix-Mesa-Chandler, AZ",Phoenix,04021,"Pinal, AZ",462789,7,557
39150,"Prescott Valley-Prescott, AZ","Prescott Valley-Prescott, AZ",04025,"Yavapai, AZ",235099,5,409
49740,"Yuma, AZ","Yuma, AZ",04027,"Yuma, AZ",213787,3,487
22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR",05007,"Benton, AR",279141,6,566
38220,"Pine Bluff, AR","Pine Bluff, AR",05025,"Cleveland, AR",7956,0,0
27860,"Jonesboro, AR","Jonesboro, AR",05031,"Craighead, AR",110332,6,785
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK",05033,"Crawford, AR",63257,1,103
32820,"Memphis, TN-MS-AR",Memphis,05035,"Crittenden, AR",47955,2,206
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05045,"Faulkner, AR",126007,3,183
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK",05047,"Franklin, AR",17715,1,77
26300,"Hot Springs, AR","Hot Springs, AR",05051,"Garland, AR",99386,6,646
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05053,"Grant, AR",18265,0,0
38220,"Pine Bluff, AR","Pine Bluff, AR",05069,"Jefferson, AR",66824,2,498
38220,"Pine Bluff, AR","Pine Bluff, AR",05079,"Lincoln, AR",13024,0,0
45500,"Texarkana, TX-AR","Texarkana, TX-AR",05081,"Little River, AR",12259,1,25
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05085,"Lonoke, AR",73309,0,0
22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR",05087,"Madison, AR",16576,0,0
45500,"Texarkana, TX-AR","Texarkana, TX-AR",05091,"Miller, AR",43257,1,62
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05105,"Perry, AR",10455,0,0
27860,"Jonesboro, AR","Jonesboro, AR",05111,"Poinsett, AR",23528,0,0
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05119,"Pulaski, AR",391911,21,3708
30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,05125,"Saline, AR",122437,2,244
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK",05131,"Sebastian, AR",127827,7,1050
22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR",05143,"Washington, AR",239187,10,1107
41860,"San Francisco-Oakland-Berkeley, CA",SF Bay Area,06001,"Alameda, CA",1671329,27,4123
17020,"Chico, CA","Chico, CA",06007,"Butte, CA",219186,7,592
41860,"San Francisco-Oakland-Berkeley, CA",SF Bay Area,06013,"Contra Costa, CA",1153526,12,2070
40900,"Sacramento-Roseville-Folsom, CA",Sacramento,06017,"El Dorado, CA",192843,3,240
23420,"Fresno, CA",Fresno,06019,"Fresno, CA",999101,15,3628
20940,"El Centro, CA","El Centro, CA",06025,"Imperial, CA",181215,2,268
12540,"Bakersfield, CA",Bakersfield,06029,"Kern, CA",900202,15,1833
25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA",06031,"Kings, CA",152940,4,300
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,06037,"Los Angeles, CA",10039107,131,30679
31460,"Madera, CA","Madera, CA",06039,"Madera, CA",157327,2,462
41860,"San Francisco-Oakland-Berkeley, CA",SF Bay Area,06041,"Marin, CA",258826,4,458
32900,"Merced, CA","Merced, CA",06047,"Merced, CA",277680,3,246
41500,"Salinas, CA","Salinas, CA",06053,"Monterey, CA",434061,4,793
34900,"Napa, CA","Napa, CA",06055,"Napa, CA",137744,3,1780
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,06059,"Orange, CA",3175692,41,8444
40900,"Sacramento-Roseville-Folsom, CA",Sacramento,06061,"Placer, CA",398329,4,748
40140,"Riverside-San Bernardino-Ontario, CA",Riverside,06065,"Riverside, CA",2470546,24,3945
40900,"Sacramento-Roseville-Folsom, CA",Sacramento,06067,"Sacramento, CA",1552058,19,4236
41940,"San Jose-Sunnyvale-Santa Clara, CA",SF Bay Area,06069,"San Benito, CA",62808,2,181
40140,"Riverside-San Bernardino-Ontario, CA",Riverside,06071,"San Bernardino, CA",2180085,32,6160
41740,"San Diego-Chula Vista-Carlsbad, CA",San Diego,06073,"San Diego, CA",3338330,38,7966
41860,"San Francisco-Oakland-Berkeley, CA",SF Bay Area,06075,"San Francisco, CA",881549,18,4905
44700,"Stockton, CA","Stockton, CA",06077,"San Joaquin, CA",762148,10,1280
42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo-Paso Robles, CA",06079,"San Luis Obispo, CA",283111,6,1747
41860,"San Francisco-Oakland-Berkeley, CA",SF Bay Area,06081,"San Mateo, CA",766573,11,1858
42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA",06083,"Santa Barbara, CA",446499,9,1054
41940,"San Jose-Sunnyvale-Santa Clara, CA",SF Bay Area,06085,"Santa Clara, CA",1927852,17,3908
42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA",06087,"Santa Cruz, CA",273213,5,432
39820,"Redding, CA","Redding, CA",06089,"Shasta, CA",180080,7,763
46700,"Vallejo, CA",Vallejo,06095,"Solano, CA",447643,7,749
42220,"Santa Rosa-Petaluma, CA","Santa Rosa-Petaluma, CA",06097,"Sonoma, CA",494336,12,2148
33700,"Modesto, CA","Modesto, CA",06099,"Stanislaus, CA",550660,12,1729
49700,"Yuba City, CA","Yuba City, CA",06101,"Sutter, CA",96971,4,92
47300,"Visalia, CA","Visalia, CA",06107,"Tulare, CA",466195,7,2086
37100,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,06111,"Ventura, CA",846006,13,1690
40900,"Sacramento-Roseville-Folsom, CA",Sacramento,06113,"Yolo, CA",220500,2,156
49700,"Yuba City, CA","Yuba City, CA",06115,"Yuba, CA",78668,2,250
19740,"Denver-Aurora-Lakewood, CO",Denver,08001,"Adams, CO",517421,7,793
19740,"Denver-Aurora-Lakewood, CO",Denver,08005,"Arapahoe, CO",656590,9,1172
14500,"Boulder, CO","Boulder, CO",08013,"Boulder, CO",326196,6,777
19740,"Denver-Aurora-Lakewood, CO",Denver,08014,"Broomfield, CO",70465,1,92
19740,"Denver-Aurora-Lakewood, CO",Denver,08019,"Clear Creek, CO",9700,0,0
19740,"Denver-Aurora-Lakewood, CO",Denver,08031,"Denver, CO",727211,17,2673
19740,"Denver-Aurora-Lakewood, CO",Denver,08035,"Douglas, CO",351154,5,594
19740,"Denver-Aurora-Lakewood, CO",Denver,08039,"Elbert, CO",26729,0,0
17820,"Colorado Springs, CO","Colorado Springs, CO",08041,"El Paso, CO",720403,12,1742
19740,"Denver-Aurora-Lakewood, CO",Denver,08047,"Gilpin, CO",6243,0,0
19740,"Denver-Aurora-Lakewood, CO",Denver,08059,"Jefferson, CO",582881,3,764
22660,"Fort Collins, CO","Fort Collins, CO",08069,"Larimer, CO",356899,8,725
24300,"Grand Junction, CO","Grand Junction, CO",08077,"Mesa, CO",154210,4,614
19740,"Denver-Aurora-Lakewood, CO",Denver,08093,"Park, CO",18845,0,0
39380,"Pueblo, CO","Pueblo, CO",08101,"Pueblo, CO",168424,4,1369
17820,"Colorado Springs, CO","Colorado Springs, CO",08119,"Teller, CO",25388,1,15
24540,"Greeley, CO","Greeley, CO",08123,"Weld, CO",324492,1,300
14860,"Bridgeport-Stamford-Norwalk, CT",Stamford,09001,"Fairfield, CT",943332,8,2220
25540,"Hartford-East Hartford-Middletown, CT",Hartford,09003,"Hartford, CT",891720,12,3211
25540,"Hartford-East Hartford-Middletown, CT",Hartford,09007,"Middlesex, CT",162436,1,215
35300,"New Haven-Milford, CT","New Haven-Milford, CT",09009,"New Haven, CT",854757,10,3199
35980,"Norwich-New London, CT","Norwich-New London, CT",09011,"New London, CT",265206,2,465
25540,"Hartford-East Hartford-Middletown, CT",Hartford,09013,"Tolland, CT",150721,3,251
49340,"Worcester, MA-CT",Worcester,09015,"Windham, CT",116782,2,234
20100,"Dover, DE","Dover, DE",10001,"Kent, DE",180786,2,288
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,10003,"New Castle, DE",558753,10,2093
41540,"Salisbury, MD-DE","Salisbury, MD-DE",10005,"Sussex, DE",234225,3,476
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,11001,"District of Columbia, DC",705749,15,4381
23540,"Gainesville, FL","Gainesville, FL",12001,"Alachua, FL",269043,6,1765
27260,"Jacksonville, FL",Jacksonville,12003,"Baker, FL",29210,2,1163
37460,"Panama City, FL","Panama City, FL",12005,"Bay, FL",174705,5,752
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL",12009,"Brevard, FL",601942,11,1768
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,12011,"Broward, FL",1952778,28,6803
39460,"Punta Gorda, FL","Punta Gorda, FL",12015,"Charlotte, FL",188910,4,823
26140,"Homosassa Springs, FL","Homosassa Springs, FL",12017,"Citrus, FL",149657,2,332
27260,"Jacksonville, FL",Jacksonville,12019,"Clay, FL",219252,3,416
34940,"Naples-Marco Island, FL","Naples-Marco Island, FL",12021,"Collier, FL",384902,6,1051
27260,"Jacksonville, FL",Jacksonville,12031,"Duval, FL",957755,15,4071
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL",12033,"Escambia, FL",318316,8,1387
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Daytona Beach,12035,"Flagler, FL",115081,1,99
45220,"Tallahassee, FL","Tallahassee, FL",12039,"Gadsden, FL",45660,2,1253
23540,"Gainesville, FL","Gainesville, FL",12041,"Gilchrist, FL",18582,0,0
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,12053,"Hernando, FL",193920,5,620
42700,"Sebring-Avon Park, FL","Sebring-Avon Park, FL",12055,"Highlands, FL",106221,3,323
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,12057,"Hillsborough, FL",1471968,21,5088
42680,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL",12061,"Indian River, FL",159923,4,612
45220,"Tallahassee, FL","Tallahassee, FL",12065,"Jefferson, FL",14246,0,0
36740,"Orlando-Kissimmee-Sanford, FL",Orlando,12069,"Lake, FL",367118,6,943
15980,"Cape Coral-Fort Myers, FL",Fort Myers,12071,"Lee, FL",770577,7,2240
45220,"Tallahassee, FL","Tallahassee, FL",12073,"Leon, FL",293582,5,1208
23540,"Gainesville, FL","Gainesville, FL",12075,"Levy, FL",41503,1,40
35840,"North Port-Sarasota-Bradenton, FL",Sarasota,12081,"Manatee, FL",403253,5,806
36100,"Ocala, FL","Ocala, FL",12083,"Marion, FL",365579,7,919
38940,"Port St. Lucie, FL","Port St. Lucie, FL",12085,"Martin, FL",161000,5,558
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,12086,"Miami-Dade, FL",2716940,38,10243
27260,"Jacksonville, FL",Jacksonville,12089,"Nassau, FL",88625,1,54
18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL",12091,"Okaloosa, FL",210738,6,750
36740,"Orlando-Kissimmee-Sanford, FL",Orlando,12095,"Orange, FL",1393452,18,4905
36740,"Orlando-Kissimmee-Sanford, FL",Orlando,12097,"Osceola, FL",375751,6,997
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,12099,"Palm Beach, FL",1496770,20,4993
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,12101,"Pasco, FL",553947,10,1440
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,12103,"Pinellas, FL",974996,18,4229
29460,"Lakeland-Winter Haven, FL",Lakeland,12105,"Polk, FL",724777,6,1793
27260,"Jacksonville, FL",Jacksonville,12109,"St. Johns, FL",264672,1,335
38940,"Port St. Lucie, FL","Port St. Lucie, FL",12111,"St. Lucie, FL",328297,6,986
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL",12113,"Santa Rosa, FL",184313,5,385
35840,"North Port-Sarasota-Bradenton, FL",Sarasota,12115,"Sarasota, FL",433742,7,1618
36740,"Orlando-Kissimmee-Sanford, FL",Orlando,12117,"Seminole, FL",471826,5,965
45540,"The Villages, FL","The Villages, FL",12119,"Sumter, FL",132420,2,339
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Daytona Beach,12127,"Volusia, FL",553284,9,2042
45220,"Tallahassee, FL","Tallahassee, FL",12129,"Wakulla, FL",33739,0,0
18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL",12131,"Walton, FL",74071,2,108
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13013,"Barrow, GA",83240,1,56
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13015,"Bartow, GA",107738,1,80
31420,"Macon-Bibb County, GA","Macon-Bibb County, GA",13021,"Bibb, GA",153159,8,1294
15260,"Brunswick, GA","Brunswick, GA",13025,"Brantley, GA",19109,0,0
46660,"Valdosta, GA","Valdosta, GA",13027,"Brooks, GA",15457,1,25
42340,"Savannah, GA","Savannah, GA",13029,"Bryan, GA",39627,0,0
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",13033,"Burke, GA",22383,1,40
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13035,"Butts, GA",24936,1,25
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13045,"Carroll, GA",119992,3,344
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",13047,"Catoosa, GA",67580,1,185
42340,"Savannah, GA","Savannah, GA",13051,"Chatham, GA",289430,9,1717
17980,"Columbus, GA-AL","Columbus, GA-AL",13053,"Chattahoochee, GA",10907,1,57
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13057,"Cherokee, GA",258773,1,79
12020,"Athens-Clarke County, GA","Athens-Clarke County, GA",13059,"Clarke, GA",128331,3,574
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13063,"Clayton, GA",292256,4,558
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13067,"Cobb, GA",760141,6,1274
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",13073,"Columbia, GA",156714,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13077,"Coweta, GA",148509,3,211
31420,"Macon-Bibb County, GA","Macon-Bibb County, GA",13079,"Crawford, GA",12404,0,0
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",13083,"Dade, GA",16116,1,13
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13085,"Dawson, GA",26108,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13089,"DeKalb, GA",759297,15,2681
10500,"Albany, GA","Albany, GA",13095,"Dougherty, GA",87956,2,939
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13097,"Douglas, GA",146343,2,192
46660,"Valdosta, GA","Valdosta, GA",13101,"Echols, GA",4006,0,0
42340,"Savannah, GA","Savannah, GA",13103,"Effingham, GA",64296,2,102
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13113,"Fayette, GA",114421,1,157
40660,"Rome, GA","Rome, GA",13115,"Floyd, GA",98498,5,910
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13117,"Forsyth, GA",244252,1,187
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13121,"Fulton, GA",1063937,19,4979
15260,"Brunswick, GA","Brunswick, GA",13127,"Glynn, GA",85292,2,401
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13135,"Gwinnett, GA",936250,6,924
23580,"Gainesville, GA","Gainesville, GA",13139,"Hall, GA",204441,2,634
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13143,"Haralson, GA",29792,1,25
17980,"Columbus, GA-AL","Columbus, GA-AL",13145,"Harris, GA",35236,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13149,"Heard, GA",11923,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13151,"Henry, GA",234561,2,265
47580,"Warner Robins, GA","Warner Robins, GA",13153,"Houston, GA",157863,2,276
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13159,"Jasper, GA",14219,1,17
31420,"Macon-Bibb County, GA","Macon-Bibb County, GA",13169,"Jones, GA",28735,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13171,"Lamar, GA",19077,0,0
46660,"Valdosta, GA","Valdosta, GA",13173,"Lanier, GA",10423,1,25
10500,"Albany, GA","Albany, GA",13177,"Lee, GA",29992,0,0
25980,"Hinesville, GA","Hinesville, GA",13179,"Liberty, GA",61435,2,102
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",13181,"Lincoln, GA",7921,0,0
25980,"Hinesville, GA","Hinesville, GA",13183,"Long, GA",19559,0,0
46660,"Valdosta, GA","Valdosta, GA",13185,"Lowndes, GA",117406,3,475
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",13189,"McDuffie, GA",21312,2,72
15260,"Brunswick, GA","Brunswick, GA",13191,"McIntosh, GA",14378,0,0
12020,"Athens-Clarke County, GA","Athens-Clarke County, GA",13195,"Madison, GA",29880,0,0
17980,"Columbus, GA-AL","Columbus, GA-AL",13197,"Marion, GA",8359,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13199,"Meriwether, GA",21167,3,188
31420,"Macon-Bibb County, GA","Macon-Bibb County, GA",13207,"Monroe, GA",27578,1,25
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13211,"Morgan, GA",19276,1,41
19140,"Dalton, GA","Dalton, GA",13213,"Murray, GA",40096,1,42
17980,"Columbus, GA-AL","Columbus, GA-AL",13215,"Muscogee, GA",195769,7,1451
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13217,"Newton, GA",111744,1,97
12020,"Athens-Clarke County, GA","Athens-Clarke County, GA",13219,"Oconee, GA",40280,0,0
12020,"Athens-Clarke County, GA","Athens-Clarke County, GA",13221,"Oglethorpe, GA",15259,0,0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,13223,"Paulding, GA",168667,2,299
